Date의 연도,원달러환율 (Seoul),코스피대비강남구주택매매가격지수,코스피대비경북집값,코스피대비서울집값,코스피대비송파구주택매매가격,코스피대비양천구주택매매가격,코스피대비은평구주택매매가격,코스피대비인천집값,코스피대비집값
2011,1178.1,,,,,4.451657025,,,
2011,1110,,,,,3.68143306,,,
2011,1143,,,,,2.9555306,,,
2011,1151,,,,,2.857846885,,,
2011,1066.8,,,,,2.721574795,,,
2011,1096.7,,,,,-0.216874835,,,
2011,1128.7,,,,,-0.221284935,,,
2011,1067.7,,,,,-1.80384932,,,
2011,1079.2,,,,,-2.845294435,,,
2011,1054.5,,,,,-3.46689803,,,
2011,1071.5,,,,,-3.534593065,,,
2010,1160,,,,,9.345132520,,,
2010,1202.5,,,,,8.257160850,,,
2010,1131.3,,,,,7.87789225,,,
2010,1161.8,,,,,7.510530920,,,
2010,1222.2,,,,,7.294877030,,,
2010,1108.4,,,,,6.449240355,,,
2010,1182.7,,,,,6.43093844,,,
2010,1198.1,,,,,5.746049910,,,
2010,1140.2,,,,,4.564804625,,,
2010,1125.3,,,,,2.934170150,,,
2010,1159.7,,,,,2.162182145,,,
2010,1134.8,,,,,0.446873750,,,
2009,1534,,,,,20.090942625,,,
2009,1383.5,,,,,20.075507275,,,
2009,1379.5,,,,,19.724463315,,,
2009,1282,,,,,16.07003395,,,
2009,1273.9,,,,,14.45726038,,,
2009,1255,,,,,14.34127475,,,
2009,1228.5,,,,,13.028608485,,,
2009,1248.9,,,,,10.429295545,,,
2009,1162.8,,,,,10.306694765,,,
2009,1182.5,,,,,9.267234195,,,
2009,1164.5,,,,,8.913764680,,,
2009,1178.1,,,,,8.631297775,,,
2008,1469,,,,,16.981865525,,,
2008,1259.5,,,,,16.07889755,,,
2008,1291,,,,,14.16491415,,,
2008,1207,,,,,8.76562872,,,
2008,1089,,,,,6.759253725,,,
2008,1012.2,,,,,6.0525352,,,
2008,990.4,,,,,4.254316925,,,
2008,939,,,,,3.408018735,,,
2008,943.9,,,,,2.465139355,,,
2008,1046,,,,,1.894472415,,,
2008,1002.6,,,,,1.48852271,,,
2008,1030.1,,,,,-0.058760875,,,
2007,941,,,,,8.539847875,,,
2007,940.9,,,,,7.38506319,,,
2007,941.8,,,,,7.312958055,,,
2007,930.8,,,,,5.499745440,,,
2007,927.7,,,,,3.34276553,,,
2007,923.8,,,,,0.270248860,,,
2007,938.3,,,,,-1.06909851,,,
2007,915.1,,,,,-2.480551015,,,
2007,936.1,,,,,-3.030931495,,,
2007,919.3,,,,,-3.19785378,,,
2007,921.1,,,,,-3.490684420,,,
2007,900.7,,,,,-5.248329775,,,
2006,929.5,,,,,5.385641535,,,
2006,929.8,,,,,5.057089085,,,
2016,1199.1,,,,0.631879990,,,,
2016,1236.7,,,,0.501049646,,,,
2016,1191.7,,,,-0.949279352,,,,
2016,1143.5,,,,-1.1648421,,,,
2016,1151.8,,,,-1.176476342,,,,
2016,1169.1,,,,-1.28008695,,,,
2016,1139.3,,,,-1.596626138,,,,
2016,1120.2,,,,-1.735139472,,,,
2016,1207.7,,,,-2.156386838,,,,
2016,1144.5,,,,-2.471608942,,,,
2016,1114.8,,,,-2.485438324,,,,
2016,1101.3,,,,-2.614951584,,,,
2015,1185.3,,,,-1.654396412,,,,
2015,1182.5,,,,-1.939106070,,,,
2015,1172.5,,,,-2.355743642,,,,
2015,1158.1,,,,-3.129530492,,,,
2015,1140.1,,,,-3.432240298,,,,
2015,1170,,,,-4.254539742,,,,
2015,1115.5,,,,-4.378784666,,,,
2015,1072.4,,,,-5.335426678,,,,
2015,1108.2,,,,-5.50291586,,,,
2014,1067.5,,,,-5.643786322,,,,
2014,1099.3,,,,-5.735982202,,,,
2014,1068.5,,,,-5.75507992,,,,
2014,1064.7,,,,-5.966471902,,,,
2014,1107.9,,,,-6.12496101,,,,
2014,1033.2,,,,-6.817308166,,,,
2014,1020.1,,,,-6.881845282,,,,
2014,1011.8,,,,-6.902699112,,,,
2014,1027.9,,,,-7.49253323,,,,
2014,1055.2,,,,-7.948244294,,,,
2014,1014,,,,-8.348198802,,,,
2013,1123.5,,,,-5.265871978,,,,
2013,1142,,,,-5.543337674,,,,
2013,1110,,,,-5.818827744,,,,
2013,1101,,,,-6.739030432,,,,
2013,1129.7,,,,-7.51984173,,,,
2013,1083,,,,-7.638379290,,,,
2013,1074.7,,,,-7.738038646,,,,
2013,1089,,,,-7.775575540,,,,
2013,1055.4,,,,-7.824527162,,,,
2013,1111,,,,-7.866454336,,,,
2013,1058.2,,,,-8.298457888,,,,
2013,1060.7,,,,-8.732217552,,,,
2012,1130,,,,-3.65761995,,,,
2012,1145,,,,-4.13725804,,,,
2012,1180,,,,-4.96592339,,,,
2012,1123,,,,-5.068216914,,,,
2012,1082.9,,,,-5.36873158,,,,
2012,1134,,,,-5.680660974,,,,
2012,1090.7,,,,-6.191689566,,,,
2012,1111.4,,,,-6.610961306,,,,
2012,1070.6,,,,-6.886451376,,,,
2012,1130,,,,-7.371138288,,,,
2012,1118,,,,-7.531603022,,,,
2012,1133,,,,-7.974582274,,,,
2011,1178.1,,,,3.708240170,,,,
2011,1110,,,,2.941477768,,,,
2011,1143,,,,2.218837680,,,,
2011,1151,,,,2.121592978,,,,
2011,1066.8,,,,1.985933326,,,,
2011,1096.7,,,,-0.939310238,,,,
2011,1128.7,,,,-0.943700518,,,,
2011,1067.7,,,,-2.519152496,,,,
2011,1079.2,,,,-3.555917118,,,,
2011,1054.5,,,,-4.174727084,,,,
2011,1071.5,,,,-4.242117882,,,,
2010,1160,,,,6.492689456,,,,
2010,1202.5,,,,5.40960738,,,,
2010,1131.3,,,,5.032043300,,,,
2010,1161.8,,,,4.666332976,,,,
2010,1222.2,,,,4.451648284,,,,
2010,1108.4,,,,3.609812094,,,,
2010,1182.7,,,,3.591592432,,,,
2010,1198.1,,,,2.909781948,,,,
2010,1140.2,,,,1.73384545,,,,
2010,1125.3,,,,0.110539420,,,,
2010,1159.7,,,,-0.657979094,,,,
2010,1134.8,,,,-2.3655785,,,,
2009,1534,,,,17.04299185,,,,
2009,1383.5,,,,17.02762587,,,,
2009,1379.5,,,,16.678159582,,,,
2009,1282,,,,13.04015406,,,,
2009,1273.9,,,,11.434628664,,,,
2009,1255,,,,11.3191643,,,,
2009,1228.5,,,,10.012397458,,,,
2009,1248.9,,,,7.424766426,,,,
2009,1162.8,,,,7.302716642,,,,
2009,1182.5,,,,6.267927646,,,,
2009,1164.5,,,,5.916046704,,,,
2009,1178.1,,,,5.63484927,,,,
2008,1469,,,,15.66739397,,,,
2008,1259.5,,,,14.76848414,,,,
2008,1291,,,,12.86310262,,,,
2008,1207,,,,7.488082816,,,,
2008,1089,,,,5.490724930,,,,
2008,1012.2,,,,4.787182560,,,,
2008,990.4,,,,2.997045890,,,,
2008,939,,,,2.154551158,,,,
2008,943.9,,,,1.215909294,,,,
2008,1046,,,,0.647807062,,,,
2008,1002.6,,,,0.243681788,,,,
2008,1030.1,,,,-1.296647950,,,,
2007,941,,,,11.47563155,,,,
2007,940.9,,,,10.326036732,,,,
2007,941.8,,,,10.254255654,,,,
2007,930.8,,,,8.449192032,,,,
2007,927.7,,,,6.301906084,,,,
2007,923.8,,,,3.243198008,,,,
2007,938.3,,,,1.909869972,,,,
2007,915.1,,,,0.504760858,,,,
2007,936.1,,,,-0.043146086,,,,
2007,919.3,,,,-0.209318184,,,,
2007,921.1,,,,-0.500832776,,,,
2007,900.7,,,,-2.25057887,,,,
2006,929.5,,,,3.523870998,,,,
2006,929.8,,,,3.196795138,,,,
2016,1199.1,,,,,,,,8.716881090
2016,1236.7,,,,,,,,8.566108586
2016,1169.1,,,,,,,,7.21347755
2016,1191.7,,,,,,,,6.894709368
2016,1151.8,,,,,,,,6.632881278
2016,1143.5,,,,,,,,6.5462889
2016,1207.7,,,,,,,,6.203605342
2016,1139.3,,,,,,,,6.048689042
2016,1120.2,,,,,,,,5.989062448
2016,1144.5,,,,,,,,5.540334678
2016,1114.8,,,,,,,,5.224397316
2016,1101.3,,,,,,,,5.175142656
2015,1172.5,,,,,,,,6.772016978
2015,1185.3,,,,,,,,6.480268908
2015,1182.5,,,,,,,,5.75216163
2015,1158.1,,,,,,,,5.680283628
2015,1140.1,,,,,,,,4.931432482
2015,1170,,,,,,,,2.783791878
2015,1115.5,,,,,,,,2.240608594
2015,1108.2,,,,,,,,0.445128740
2015,1072.4,,,,,,,,0.238147902
2014,1099.3,,,,,,,,2.920820018
2014,1068.5,,,,,,,,2.39881128
2014,1107.9,,,,,,,,2.27255009
2014,1064.7,,,,,,,,1.155197318
2014,1067.5,,,,,,,,1.127069098
2014,1011.8,,,,,,,,0.276263208
2014,1033.2,,,,,,,,0.274670094
2014,1020.1,,,,,,,,0.200295738
2014,1027.9,,,,,,,,-0.403477930
2014,1055.2,,,,,,,,-0.428651954
2014,1014,,,,,,,,-1.189570582
2013,1123.5,,,,,,,,1.395685602
2013,1142,,,,,,,,1.075926466
2013,1110,,,,,,,,0.558444096
2013,1101,,,,,,,,-0.602022912
2013,1055.4,,,,,,,,-0.752979342
2013,1129.7,,,,,,,,-1.301851430
2013,1058.2,,,,,,,,-1.499150208
2013,1074.7,,,,,,,,-1.553307586
2013,1089,,,,,,,,-1.696566140
2013,1083,,,,,,,,-1.73845739
2013,1111,,,,,,,,-2.101297376
2013,1060.7,,,,,,,,-2.299026832
2012,1130,,,,,,,,4.034574550
2012,1145,,,,,,,,3.88182636
2012,1123,,,,,,,,3.308963626
2012,1180,,,,,,,,3.226849510
2012,1134,,,,,,,,1.403166166
2012,1082.9,,,,,,,,0.962642220
2012,1130,,,,,,,,0.555013392
2012,1118,,,,,,,,0.470089398
2012,1090.7,,,,,,,,0.214242694
2012,1133,,,,,,,,-0.040412134
2012,1111.4,,,,,,,,-0.068937646
2012,1070.6,,,,,,,,-1.086420016
2011,1178.1,,,,,,,,4.54022147
2011,1110,,,,,,,,4.056583288
2011,1151,,,,,,,,3.711725398
2011,1143,,,,,,,,3.62379288
2011,1066.8,,,,,,,,1.955387466
2011,1067.7,,,,,,,,-4.236397936
2011,1096.7,,,,,,,,-4.515744058
2011,1128.7,,,,,,,,-5.520803538
2011,1054.5,,,,,,,,-5.744327844
2011,1079.2,,,,,,,,-6.031194138
2011,1071.5,,,,,,,,-7.021990862
2010,1160,,,,,,,,2.197069296
2010,1202.5,,,,,,,,1.34889558
2010,1131.3,,,,,,,,0.713780300
2010,1222.2,,,,,,,,0.144917044
2010,1161.8,,,,,,,,-0.207674384
2010,1108.4,,,,,,,,-0.725238246
2010,1182.7,,,,,,,,-0.946235088
2010,1198.1,,,,,,,,-1.831972332
2010,1140.2,,,,,,,,-3.08715405
2010,1125.3,,,,,,,,-4.75789678
2010,1159.7,,,,,,,,-5.243558754
2010,1134.8,,,,,,,,-6.8114435
2009,1534,,,,,,,,11.41388835
2009,1383.5,,,,,,,,11.19618017
2009,1379.5,,,,,,,,11.193445562
2009,1282,,,,,,,,6.600907460
2009,1273.9,,,,,,,,5.050655624
2009,1255,,,,,,,,4.7175913
2009,1228.5,,,,,,,,3.711637078
2009,1162.8,,,,,,,,2.088926022
2009,1248.9,,,,,,,,0.929579566
2009,1182.5,,,,,,,,0.596406586
2009,1164.5,,,,,,,,0.590889264
2009,1178.1,,,,,,,,-0.433170430
2008,1469,,,,,,,,14.57845727
2008,1259.5,,,,,,,,12.84252874
2008,1291,,,,,,,,11.84671442
2008,1207,,,,,,,,5.752393056
2008,1089,,,,,,,,3.050582630
2008,1012.2,,,,,,,,1.93980096
2008,990.4,,,,,,,,-3.323202010
2008,1046,,,,,,,,-3.330529758
2008,939,,,,,,,,-4.994116222
2008,1002.6,,,,,,,,-5.396254892
2008,943.9,,,,,,,,-6.375833046
2008,1030.1,,,,,,,,-6.471373450
2007,941,,,,,,,,-0.244838950
2007,940.9,,,,,,,,-0.969663788
2007,941.8,,,,,,,,-1.252386286
2007,930.8,,,,,,,,-2.932591488
2007,927.7,,,,,,,,-5.407183156
2007,923.8,,,,,,,,-8.832122872
2007,938.3,,,,,,,,-9.968686948
2007,936.1,,,,,,,,-11.119396626
2007,915.1,,,,,,,,-11.287973522
2007,921.1,,,,,,,,-11.846847416
2007,919.3,,,,,,,,-12.610897944
2007,900.7,,,,,,,,-14.16330317
2006,929.8,,,,,,,,-2.246110042
2006,929.5,,,,,,,,-3.469178782
